graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity
20251201_crve_80_4.txt,63017,567077,17.997587952457273,1,125.74476996485615,3.3490166544045055,-0.23996467316305634
20251201_crve_80_5.txt,63017,564322,17.910151229033435,1,125.99047331628205,3.354590673555482,-0.23931212137058006
20251201_crve_80_7.txt,63017,560925,17.802339051367092,1,125.21298584806325,3.338777348585025,-0.24257182291328785
20251201_crve_80_6.txt,63017,563098,17.87130456860847,1,125.60084189668322,3.345778278396311,-0.24110389251480613
20251201_crve_80_2.txt,63017,573899,18.21410095688465,1,126.58209444185886,3.3481162567426734,-0.24016858977769406
20251201_crve_80_3.txt,63017,557565,17.695701160004443,1,125.37521923513559,3.3371055921762243,-0.2416929050378997
20251201_crve_80_1.txt,63017,556255,17.654125077360078,1,125.65508692987774,3.3375020213980195,-0.23888277464227564
20251201_crve_80_0.txt,63017,557535,17.694749035974418,1,125.26059239944132,3.339922267468739,-0.24385030358179907
20251201_crve_80_8.txt,63017,550800,17.48099719123411,1,124.56003735336674,3.336683870249411,-0.24268121750441754
20251201_crve_80_9.txt,63017,555370,17.62603741847438,1,125.24862477410402,3.336793326468916,-0.2415166006439211
