graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger constant,natural connectivity,spectral gap,spectral radius,effective graph resistance,min effective graph resistance,max effective graph resistance,normalized effective graph resistance,algebaric connectivity
SCION_20230101_conn_0.4_1.txt,1984,21112,21.282258064516128,1,40.83730465337738,5.25952269207114,-0.35031128652541305,0.10588304779301076,0.19196670250539014,1.6612090680100755,71.76742019383919,52.317373375451254,79.360290481684,389047.7733255391,28055.107134532092,55633277.44777714,0.006492064072319203,0.07071796199123977
SCION_20230101_conn_0.4_0.txt,1984,21112,21.282258064516128,1,40.57950886916246,5.272395698939441,-0.34383212528174534,0.10139824864845988,0.18868264442398475,1.6750629722921915,70.45242169602474,50.09340975052906,78.04529198386956,360430.2012285203,15205.054156920718,30151622.393173784,0.01145541433104078,0.13048292886855417
SCION_20230101_conn_0.4_2.txt,1984,21112,21.282258064516128,1,40.64269425756673,5.243509934419244,-0.3494003338589259,0.10501820919454252,0.19305810863690623,1.6775818639798488,71.4582051858781,52.498839511218605,79.05107547372292,357538.5695985304,32778.94890073645,65000655.67016037,0.004998772271582056,0.060526650992015964
SCION_20230101_conn_0.4_3.txt,1984,21112,21.282258064516128,1,40.45133435812418,5.260260865517965,-0.3523315243854121,0.1044550138221397,0.19076873391877824,1.6687657430730478,71.07767347659986,51.16109220953641,78.67054376444467,340006.11368269456,19030.514584515982,37737510.42109519,0.008509770274246238,0.10425361811363025
SCION_20230101_conn_0.4_7.txt,1984,21112,21.282258064516128,1,40.50956885841533,5.2644315090046305,-0.34570320561600776,0.1052081225779341,0.19239713960659477,1.6448362720403022,71.3105968095337,51.44726872779058,78.90346709737852,359189.1655522449,18600.463519864483,36884719.15989127,0.009238528873556284,0.10666400855447364
SCION_20230101_conn_0.4_6.txt,1984,21112,21.282258064516128,1,40.39269146681615,5.265088763719694,-0.35885270598140523,0.1024875947615595,0.18462205608862214,1.6612090680100755,70.89242361380984,51.92487048855503,78.48529390165466,337912.15292718017,14818.066200735484,29384225.276058465,0.011001042153074148,0.13389061522086637
SCION_20230101_conn_0.4_4.txt,1984,21112,21.282258064516128,1,40.46653296320844,5.256430051122298,-0.3515125743189584,0.10456246812030756,0.197961931542044,1.685138539042821,71.11491678241056,52.271169945690986,78.70778707025538,400246.93126539106,41021.405570762174,81345447.2468214,0.004418277627297038,0.048364993163815116
SCION_20230101_conn_0.4_5.txt,1984,21112,21.282258064516128,1,40.366578415387906,5.269438757759722,-0.35350905734118643,0.10421378209392045,0.19910656632043344,1.7015113350125946,70.71158712588493,50.90094685961253,78.30445741372975,359666.9602700443,14195.138931615418,28148960.501393374,0.012279179047263984,0.1397661558338985
SCION_20230101_conn_0.4_8.txt,1984,21112,21.282258064516128,1,40.50350900447192,5.268964977152244,-0.35344982795105545,0.1044055557258214,0.18158759349457396,1.68639798488665,71.17747185090207,52.26945437669703,78.77034213874688,397402.4726299338,30037.19096276563,59563749.67916425,0.006170710112190187,0.06605144943345015
SCION_20230101_conn_0.4_9.txt,1984,21112,21.282258064516128,1,40.35568882707364,5.258274037343749,-0.3571714203931419,0.10250265198517237,0.1809749033287275,1.6536523929471032,70.49469631844897,50.270597136208224,78.08756660629379,412833.48299664573,36880.95272762082,73134929.25887208,0.005143126786292366,0.05379470575645261
