graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity
CAIDA_20250901_crve_70.txt,55047,366463,13.31454938507094,1,109.20159324037392,3.306369400908703,-0.2808315028584622
CAIDA_20250901_crve_60.txt,47183,320966,13.605154398830088,1,106.14910441520743,3.3146857879364937,-0.2941453688026991
CAIDA_20250901_crve_10.txt,7864,58276,14.820956256358087,1,66.7960104154985,3.4013021999902624,-0.4693952703905656
CAIDA_20250901_100.txt,78638,493350,12.547368956484142,1,115.79571280965993,3.2513108971717353,-0.2576897553923708
CAIDA_20250901_crve_30.txt,23591,162628,13.787291763808232,1,88.70062838792911,3.3398145316891403,-0.3513240955135298
CAIDA_20250901_crve_20.txt,15728,110119,14.00292472024415,1,80.24260005934666,3.357438702819372,-0.40138277049322924
CAIDA_20250901_crve_50.txt,39319,268174,13.640936951601008,1,102.86484281907771,3.3276820466164825,-0.2962737491725239
CAIDA_20250901_crve_90.txt,70774,454927,12.855766241840223,1,114.37446929034098,3.267194720869529,-0.2656846987626502
CAIDA_20250901_crve_80.txt,62910,405956,12.905929105070737,1,111.09889446108804,3.2715365681474755,-0.26979399765282275
CAIDA_20250901_crve_40.txt,31455,218818,13.91308218089334,1,95.46464512987065,3.332926799689959,-0.3313775904731282
