graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger constant,treewidth,natural connectivity,spectral gap,spectral radius,effective graph resistance,min effective graph resistance,max effective graph resistance,normalized effective graph resistance,algebaric connectivity
expander_graph_0.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.0056359970674486806,0.005635997067448763,4.596977329974811,,4.626829445585325,5.400551668869719,12.000000000000012,32577.603874418593,367.3698765695241,728494.4652373663,0.044237103938411286,18.53902346463057
