graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger constant,treewidth,natural connectivity,spectral gap,spectral radius,effective graph resistance,min effective graph resistance,max effective graph resistance,normalized effective graph resistance,algebaric connectivity
SCION_20230101.txt,1984,52779,53.20463709677419,1,106.26682247598491,6.369763008470058,-0.40166947199737113,0.27752569298242785,0.5925181689537002,3.5100755667506296,283,196.82420149282447,140.8725676064559,204.4170717806693,114215.67987782635,6136.789316187398,12169253.21399961,0.0088857893641721,0.32329609166353435
