graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger constant,n_spanning_trees,treewidth
expander_graph_1.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.005292338709677419,0.005292338709677495,4.594458438287154,inf,1215
expander_graph_0.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.0056359970674486806,0.005635997067448763,4.614609571788413,inf,1195
expander_graph_2.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.00499450146627566,0.004994501466275727,4.602015113350126,inf,1204
expander_graph_3.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.005567265395894428,0.005567265395894506,4.607052896725441,inf,1200
expander_graph_4.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.0048570381231671554,0.004857038123167225,4.576826196473552,inf,1201
