graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger constant,natural connectivity,spectral gap,spectral radius,effective graph resistance,min effective graph resistance,max effective graph resistance,normalized effective graph resistance,algebaric connectivity
20251201.SCION_core_topo.txt,1965,70720,71.9796437659033,1,125.00328990225455,6.864938232980055,-0.3452889603230903,0.36392344590144604,0.6302944960780343,4.3816793893129775,233.88557577771564,153.82986811309132,241.46882330201902,190100.29860558212,9985.55542541352,19611630.855512153,0.00918875637339339,0.1967842464725617
