graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger constant,n_spanning_trees,treewidth,natural connectivity,spectral gap,spectral radius,effective graph resistance,algebaric connectivity
CAIDA_20250901_crve_10_9_conn_12.54_0.txt,7864,49308,12.540183112919634,1,58.000779739795334,3.2407021441089396,-0.46531009741135054,0.17551898735828692,0.46779726733650584,1.0003178639542276,inf,164,164.56769468825433,123.03193751756206,173.53774535008134,-114819521223.3768,0.093920174154919
CAIDA_20250901_crve_10_2_conn_12.54_0.txt,7864,49308,12.540183112919634,1,56.98574193687998,3.2748692515706614,-0.43673833584904415,0.1723329230427343,0.4594126436752467,1.0044500953591862,inf,180,160.71989646212305,118.15754807371319,169.68994712395005,286342804386.23914,0.10749807828361649
CAIDA_20250901_crve_10_6_conn_12.54_0.txt,7864,49308,12.540183112919634,1,60.105736458390844,3.2741707178903705,-0.47331095880770574,0.16487376133381001,0.5108727216018725,1.0063572790845519,inf,153,165.264057573856,117.03048498939333,174.234108235683,124878633600.03831,0.023366807491703716
CAIDA_20250901_crve_10_8_conn_12.54_0.txt,7864,49308,12.540183112919634,1,57.95340643274334,3.2666253952183735,-0.45108072855995157,0.1707563861213204,0.4661638331840149,1.0044500953591862,inf,175,162.67969490280845,121.7155284548875,171.64974556463545,30443848429.06209,0.16819452423930356
CAIDA_20250901_crve_10_3_conn_12.54_0.txt,7864,49308,12.540183112919634,1,57.87246926340699,3.269270511352215,-0.4759244261136336,0.16759746769710981,0.46409435856854503,0.9990464081373173,inf,170,161.42287267395318,116.28451906321378,170.39292333578018,-302908090588.2723,0.06747727802147575
CAIDA_20250901_crve_10_7_conn_12.54_0.txt,7864,49308,12.540183112919634,1,60.13043564376608,3.2977660924451433,-0.473565025297421,0.1687103907219308,0.5319775734265794,1.022568340750159,inf,147,166.76789470565083,121.33758733496846,175.73794536747783,143171402193.631,0.14117139586401298
CAIDA_20250901_crve_10_0_conn_12.54_0.txt,7864,49308,12.540183112919634,1,58.60239330683476,3.2636680221172485,-0.4703999923104607,0.17934586689445917,0.4982751566985454,1.0050858232676414,inf,165,166.60626409157288,125.82033153039978,175.57631475339988,57268560878.0703,0.17034775527901155
CAIDA_20250901_crve_10_4_conn_12.54_0.txt,7864,49308,12.540183112919634,1,59.240991543963396,3.29199725040628,-0.49029053611595896,0.16141802702855818,0.5018772389939693,1.0006357279084552,inf,153,162.4475126662421,115.87322377908565,171.4175633280691,447728040530.14764,0.07972198567923319
CAIDA_20250901_crve_10_1_conn_12.54_0.txt,7864,49308,12.540183112919634,1,57.474601075929826,3.2563979826432523,-0.4621354766724415,0.178110310025671,0.46844441360902056,1.0066751430387795,inf,176,163.53138927857583,120.66250706254135,172.50143994040283,568388803233.1332,0.3105335821098807
CAIDA_20250901_crve_10_5_conn_12.54_0.txt,7864,49308,12.540183112919634,1,58.29654967260461,3.246968985352837,-0.46656300020543534,0.16578720871566696,0.4535769670496691,1.0095359186268278,inf,170,161.9619853490269,119.3747265951116,170.9320360108539,108401880940.75471,0.16155173408379386
