graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger constant,natural connectivity,spectral gap,spectral radius,spectral scaling,effective graph resistance,min effective graph resistance,max effective graph resistance,normalized effective graph resistance,algebaric connectivity
expander_graph_1.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.005292338709677419,0.005292338709677495,4.544080604534005,4.626736918981005,5.40676259564561,12.000000000000004,nan,32573.06707756338,366.9478666582917,727657.6195833924,0.04428232131024604,5.406762595645598
expander_graph_0.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.0056359970674486806,0.005635997067448763,4.566750629722922,4.626829445585308,5.40055166886972,11.999999999999993,nan,32577.603874418553,367.36987656952283,728494.4652373637,0.04423710393841138,5.4005516688697215
expander_graph_2.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.00499450146627566,0.004994501466275727,4.531486146095718,4.625777208525389,5.3815184683275845,11.999999999999988,nan,32545.214335339188,368.66917983774533,731070.9836182491,0.044035094072790854,5.381518468327557
expander_graph_3.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.005567265395894428,0.005567265395894506,4.599496221662468,4.626754235001872,5.404927064573058,12.000000000000005,nan,32571.65586879438,367.07248336508815,727904.7345129699,0.04426517700209289,5.404927064573035
expander_graph_4.txt,1984,11904,12.0,1,0.0,-0.0,nan,0.0048570381231671554,0.004857038123167225,4.569269521410579,4.6264034995935575,5.412735244708513,11.999999999999991,nan,32566.02950451189,366.54296031559124,726854.6903058174,0.04432210857375892,5.412735244708528
