graph_index,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger constant,treewidth,natural connectivity,spectral gap,spectral radius,effective graph resistance,min effective graph resistance,max effective graph resistance,normalized effective graph resistance,algebaric connectivity
expander_graph_5,1984,1984,2.0,1,0.0,-0.0,nan,0,0.0,0.247557003257329,2,-0.9960213309111698,1.002942506045379e-05,1.9999999999999967,642897462.6131847,197817919.38593513,392272934142.3094,0.0011351894695969156,1.0029425073290774e-05
